(3, 4, 0)	1	0	268589	585649	19	18
(4, 3, 0)	2	0	712687	434230	30	30
(3, 5, 0)	1	0	474167	633127	22	21
(5, 3, 0)	2	0	600526	298416	25	25
(3, 6, 0)	2	0	822963	523496	41	41
(6, 3, 0)	1	0	315812	712040	44	43
(3, 7, 0)	1	0	508238	429749	32	31
(7, 3, 0)	2	0	256845	169682	25	25
(3, 8, 0)	1	0	520011	503355	28	27
(8, 3, 0)	2	0	436394	150902	22	22
(3, 9, 0)	1	0	474715	242963	35	34
(9, 3, 0)	2	0	132504	423473	44	44
(3, 10, 0)	1	0	514057	789894	29	28
(10, 3, 0)	2	0	795998	451895	36	36
(3, 11, 0)	1	0	466394	792223	30	29
(11, 3, 0)	2	0	385317	146843	22	22
(4, 5, 0)	1	0	706685	723236	38	37
(5, 4, 0)	2	0	687109	855213	31	31
(4, 6, 0)	2	0	706208	353292	31	31
(6, 4, 0)	1	0	584278	906358	42	41
(4, 7, 0)	1	0	387255	330284	25	24
(7, 4, 0)	1	0	574584	937401	53	52
(4, 8, 0)	1	0	483158	394931	28	27
(8, 4, 0)	1	0	556763	757212	29	28
(4, 9, 0)	1	0	500161	163276	15	14
(9, 4, 0)	2	0	650256	890304	55	55
(4, 10, 0)	1	0	331625	378696	23	22
(10, 4, 0)	2	0	979213	936541	61	61
(4, 11, 0)	1	0	867117	962827	42	41
(11, 4, 0)	2	0	616715	574757	25	25
(5, 6, 0)	2	0	781906	569115	37	37
(6, 5, 0)	1	0	470057	885808	44	43
(5, 7, 0)	1	0	207613	232511	16	15
(7, 5, 0)	0	0	930267	998926	106	106
(5, 8, 0)	1	0	683232	739025	39	38
(8, 5, 0)	2	0	530673	438367	25	25
(5, 9, 0)	1	0	754465	219864	32	31
(9, 5, 0)	1	0	181870	775994	37	36
(5, 10, 0)	1	0	414531	383106	24	23
(10, 5, 0)	1	0	812099	586546	26	25
(5, 11, 0)	1	0	527793	901491	33	32
(11, 5, 0)	2	0	820215	386620	29	29
(6, 7, 0)	1	0	458948	644760	47	46
(7, 6, 0)	2	0	340823	237859	37	37
(6, 8, 0)	1	0	319074	543631	29	28
(8, 6, 0)	2	0	654315	289223	32	32
(6, 9, 0)	1	0	306011	613154	32	31
(9, 6, 0)	2	0	423206	385914	45	45
(6, 10, 0)	1	0	293713	953891	44	43
(10, 6, 0)	2	0	903597	451510	42	42
(6, 11, 0)	1	0	346631	844882	36	35
(11, 6, 0)	2	0	865434	263452	38	38
(7, 8, 0)	2	0	587925	702141	42	42
(8, 7, 0)	1	0	205203	148886	21	20
(7, 9, 0)	2	0	503925	498014	32	32
(9, 7, 0)	2	0	89669	139477	15	15
(7, 10, 0)	2	0	116531	197322	17	17
(10, 7, 0)	1	0	359402	159613	21	20
(7, 11, 0)	1	0	495672	937282	42	41
(11, 7, 0)	1	0	481906	289498	24	23
(8, 9, 0)	1	0	346942	146707	17	16
(9, 8, 0)	1	0	122395	458607	30	29
(8, 10, 0)	1	0	778025	958134	57	56
(10, 8, 0)	1	0	748016	636055	35	34
(8, 11, 0)	1	0	507035	892485	32	31
(11, 8, 0)	2	0	918774	512406	33	33
(9, 10, 0)	1	0	73371	390319	21	20
(10, 9, 0)	2	0	792123	230264	31	31
(9, 11, 0)	2	0	140748	668852	24	24
(11, 9, 0)	2	0	970083	196083	38	38
(10, 11, 0)	1	0	913452	979796	49	48
(11, 10, 0)	2	0	922944	888818	35	35
(0, 1, 1)	1	0	539641	714745	28	27
(1, 0, 1)	2	0	907333	639230	33	33
(0, 2, 1)	1	0	341918	151352	20	19
(2, 0, 1)	2	0	620835	719462	31	31
(0, 3, 1)	1	0	778816	858496	40	39
(3, 0, 1)	2	0	744083	880212	41	41
(0, 4, 1)	1	0	366598	533854	21	20
(4, 0, 1)	2	0	638603	579029	23	23
(0, 5, 1)	1	0	696250	733093	25	24
(5, 0, 1)	2	0	670598	428345	20	20
(0, 6, 1)	1	0	669460	519822	33	32
(6, 0, 1)	2	0	281008	494182	16	16
(0, 7, 1)	1	0	854252	577426	42	41
(7, 0, 1)	2	0	406921	654583	28	28
(0, 8, 1)	1	0	569435	466261	30	29
(8, 0, 1)	2	0	544601	568245	31	31
(0, 9, 1)	1	0	895507	462198	37	36
(9, 0, 1)	2	0	108147	668158	29	29
(0, 10, 1)	1	0	489081	756214	27	26
(10, 0, 1)	2	0	740366	690002	26	26
(0, 11, 1)	1	0	489064	818647	27	26
(11, 0, 1)	2	0	860724	507560	24	24
(1, 2, 1)	1	0	720460	362859	31	30
(2, 1, 1)	2	0	707975	842596	37	37
(1, 3, 1)	1	0	938924	858629	46	45
(3, 1, 1)	2	0	798660	967997	47	47
(1, 4, 1)	1	0	769700	726833	25	24
(4, 1, 1)	2	0	764688	704847	30	30
(1, 5, 1)	1	0	892224	826541	30	29
(5, 1, 1)	2	0	626348	759671	24	24
(1, 6, 1)	2	0	927965	509686	41	41
(6, 1, 1)	0	0	986558	957382	111	110
(1, 7, 1)	1	0	828779	414445	35	34
(7, 1, 1)	2	0	393975	742702	23	23
(1, 8, 1)	1	0	924432	586688	32	31
(8, 1, 1)	2	0	583051	731473	32	32
(1, 9, 1)	1	0	816195	292030	36	35
(9, 1, 1)	2	0	40696	610218	23	23
(1, 10, 1)	1	0	890284	887466	32	31
(10, 1, 1)	2	0	705254	687241	24	24
(1, 11, 1)	1	0	773148	703449	25	24
(11, 1, 1)	2	0	659170	819892	28	28
(2, 3, 1)	2	0	443336	254842	28	28
(3, 2, 1)	1	0	184903	148239	20	19
(2, 4, 1)	1	0	371714	759820	27	26
(4, 2, 1)	2	0	676111	362252	17	17
(2, 5, 1)	1	0	694729	808810	43	42
(5, 2, 1)	1	0	849142	820975	47	46
(2, 6, 1)	2	0	833387	836030	50	50
(6, 2, 1)	1	0	569122	751623	45	44
(2, 7, 1)	1	0	321816	308144	26	25
(7, 2, 1)	2	0	373846	224246	27	27
(2, 8, 1)	1	0	354257	464933	32	31
(8, 2, 1)	2	0	486550	434734	26	26
(2, 9, 1)	1	0	381439	184392	36	35
(9, 2, 1)	1	0	54361	149076	20	19
(2, 10, 1)	1	0	251627	683668	24	23
(10, 2, 1)	2	0	756256	361752	25	25
(2, 11, 1)	1	0	389570	795593	33	32
(11, 2, 1)	2	0	807450	135545	24	24
(3, 4, 1)	1	0	339985	799607	27	26
(4, 3, 1)	2	0	531830	239022	18	18
(3, 5, 1)	1	0	304449	634417	22	21
(5, 3, 1)	2	0	568083	217904	24	24
(3, 6, 1)	2	0	900893	705258	51	51
(6, 3, 1)	1	0	422113	881237	46	45
(3, 7, 1)	1	0	415877	507046	31	30
(7, 3, 1)	2	0	571716	418008	34	34
(3, 8, 1)	1	0	396652	663645	31	30
(8, 3, 1)	2	0	323105	184683	20	20
(3, 9, 1)	1	0	407298	94536	22	21
(9, 3, 1)	2	0	58903	341172	31	31
(3, 10, 1)	1	0	401051	823817	31	30
(10, 3, 1)	2	0	405370	123844	17	17
(3, 11, 1)	1	0	373684	831542	31	30
(11, 3, 1)	2	0	764610	262417	22	22
(4, 5, 1)	2	0	826817	783415	31	31
(5, 4, 1)	1	0	886850	846659	49	48
(4, 6, 1)	2	0	566097	252764	20	20
(6, 4, 1)	1	0	297159	670512	24	23
(4, 7, 1)	1	0	693147	475698	31	30
(7, 4, 1)	2	0	368029	625562	26	26
(4, 8, 1)	1	0	759731	653002	36	35
(8, 4, 1)	1	0	329350	456060	20	19
(4, 9, 1)	2	0	562776	87523	20	20
(9, 4, 1)	2	0	189839	683201	37	37
(4, 10, 1)	2	0	256431	224937	11	11
(10, 4, 1)	2	0	841112	643835	28	28
(4, 11, 1)	2	0	402348	345905	13	13
(11, 4, 1)	2	0	802839	527033	25	25
(5, 6, 1)	2	0	761417	614615	34	34
(6, 5, 1)	1	0	446339	748541	26	25
(5, 7, 1)	2	0	631988	336098	22	22
(7, 5, 1)	2	0	484386	735538	32	32
(5, 8, 1)	1	0	823171	755961	45	44
(8, 5, 1)	2	0	664393	719657	33	33
(5, 9, 1)	1	0	558671	108986	26	25
(9, 5, 1)	2	0	168015	798868	41	41
(5, 10, 1)	1	0	785099	922571	34	33
(10, 5, 1)	2	0	863408	688722	31	31
(5, 11, 1)	1	0	463733	827470	28	27
(11, 5, 1)	1	0	629709	539817	32	31
(6, 7, 1)	1	0	268494	373876	25	24
(7, 6, 1)	2	0	326681	340000	36	36
(6, 8, 1)	1	0	330971	735785	44	43
(8, 6, 1)	2	0	735717	285493	37	37
(6, 9, 1)	1	0	474218	302292	37	36
(9, 6, 1)	2	0	499820	546145	45	45
(6, 10, 1)	1	0	164594	856385	30	29
(10, 6, 1)	2	0	690814	418951	23	23
(6, 11, 1)	1	0	323268	958692	38	37
(11, 6, 1)	2	0	978865	283277	37	37
(7, 8, 1)	1	0	591617	712610	42	41
(8, 7, 1)	1	0	524581	383868	31	30
(7, 9, 1)	1	0	442793	72727	29	28
(9, 7, 1)	0	0	998657	908855	111	110
(7, 10, 1)	2	0	352717	748620	21	21
(10, 7, 1)	2	0	892098	450150	38	38
(7, 11, 1)	1	0	444817	771700	34	33
(11, 7, 1)	2	0	824916	391114	29	29
(8, 9, 1)	2	0	497848	66755	29	29
(9, 8, 1)	2	0	23472	235415	13	13
(8, 10, 1)	1	0	403544	674031	21	20
(10, 8, 1)	1	0	799049	478718	28	27
(8, 11, 1)	1	0	463379	807026	30	29
(11, 8, 1)	2	0	887529	523908	33	33
(9, 10, 1)	1	0	100135	677977	24	23
(10, 9, 1)	2	0	424125	32358	18	18
(9, 11, 1)	1	0	51928	686390	25	24
(11, 9, 1)	2	0	771845	111063	26	26
(10, 11, 1)	1	0	633040	287412	18	17
(11, 10, 1)	2	0	724882	489307	31	31
(0, 1, 2)	0	0	976995	952458	110	110
(1, 0, 2)	2	0	831599	655100	30	30
(0, 2, 2)	1	0	460493	389013	21	20
(2, 0, 2)	2	0	485803	761723	30	30
(0, 3, 2)	1	0	791806	821969	38	37
(3, 0, 2)	2	0	555530	858305	41	41
(0, 4, 2)	1	0	249186	280112	14	13
(4, 0, 2)	2	0	687266	541228	25	25
(0, 5, 2)	1	0	226997	267200	14	13
(5, 0, 2)	2	0	749570	532142	24	24
(0, 6, 2)	1	0	610291	583858	30	29
(6, 0, 2)	2	0	483531	585808	33	33
(0, 7, 2)	1	0	286393	225463	17	16
(7, 0, 2)	2	0	515243	584254	24	24
(0, 8, 2)	1	0	734840	697767	34	33
(8, 0, 2)	2	0	616028	620549	29	29
(0, 9, 2)	1	0	430631	192496	24	23
(9, 0, 2)	2	0	19313	392165	25	25
(0, 10, 2)	1	0	426339	619887	24	23
(10, 0, 2)	2	0	897781	739062	35	35
(0, 11, 2)	1	0	383690	427641	22	21
(11, 0, 2)	2	0	815111	587463	28	28
(1, 2, 2)	1	0	515573	349674	14	13
(2, 1, 2)	2	0	903681	977425	56	56
(1, 3, 2)	1	0	940818	755874	43	42
(3, 1, 2)	2	0	863287	873056	43	43
(1, 4, 2)	1	0	428092	359855	17	16
(4, 1, 2)	2	0	827142	767168	22	22
(1, 5, 2)	1	0	437321	286947	14	13
(5, 1, 2)	1	0	624650	673775	33	32
(1, 6, 2)	2	0	943289	541808	57	57
(6, 1, 2)	1	0	346847	706315	20	19
(1, 7, 2)	1	0	671790	229151	22	21
(7, 1, 2)	2	0	584674	918618	41	41
(1, 8, 2)	1	0	875556	668135	35	34
(8, 1, 2)	2	0	562006	862947	27	27
(1, 9, 2)	1	0	431787	8145	18	17
(9, 1, 2)	2	0	33507	492994	21	21
(1, 10, 2)	1	0	418346	449266	18	17
(10, 1, 2)	2	0	839233	813881	36	36
(1, 11, 2)	1	0	434155	377700	16	15
(11, 1, 2)	2	0	614180	715663	25	25
(2, 3, 2)	2	0	238646	153859	15	15
(3, 2, 2)	1	0	52507	192154	18	17
(2, 4, 2)	1	0	171281	337413	17	16
(4, 2, 2)	2	0	761640	377016	31	31
(2, 5, 2)	1	0	127236	317603	15	14
(5, 2, 2)	2	0	485518	346369	26	26
(2, 6, 2)	2	0	757427	574631	41	41
(6, 2, 2)	1	0	177461	191775	21	20
(2, 7, 2)	1	0	329306	381408	22	21
(7, 2, 2)	2	0	507074	336944	36	36
(2, 8, 2)	1	0	412607	488514	28	27
(8, 2, 2)	2	0	467075	238649	27	27
(2, 9, 2)	1	0	473919	141213	28	27
(9, 2, 2)	2	0	425846	505880	41	41
(2, 10, 2)	1	0	394707	864492	33	32
(10, 2, 2)	2	0	889050	495071	39	39
(2, 11, 2)	1	0	294449	736221	24	23
(11, 2, 2)	2	0	844897	383683	28	28
(3, 4, 2)	1	0	50648	349353	14	13
(4, 3, 2)	2	0	794449	272167	31	31
(3, 5, 2)	1	0	55505	241909	13	12
(5, 3, 2)	2	0	367570	97508	18	18
(3, 6, 2)	2	0	861061	548291	43	43
(6, 3, 2)	1	0	443461	901872	46	45
(3, 7, 2)	1	0	152132	249534	18	17
(7, 3, 2)	2	0	416017	166289	30	30
(3, 8, 2)	1	0	180596	353641	20	19
(8, 3, 2)	2	0	461230	222894	27	27
(3, 9, 2)	1	0	50881	8197	14	13
(9, 3, 2)	2	0	21316	115984	17	17
(3, 10, 2)	1	0	50892	442434	17	16
(10, 3, 2)	2	0	765527	280681	28	28
(3, 11, 2)	1	0	50854	419562	15	14
(11, 3, 2)	2	0	648296	277395	26	26
(4, 5, 2)	1	0	509703	285913	18	17
(5, 4, 2)	1	0	643947	646905	23	22
(4, 6, 2)	2	0	807818	214487	35	35
(6, 4, 2)	1	0	135495	280436	17	16
(4, 7, 2)	1	0	520348	236477	18	17
(7, 4, 2)	1	0	142597	369183	14	13
(4, 8, 2)	1	0	780254	690270	40	39
(8, 4, 2)	2	0	463598	459015	23	23
(4, 9, 2)	1	0	609377	60270	24	23
(9, 4, 2)	1	0	50717	374683	14	13
(4, 10, 2)	1	0	849521	877297	42	41
(10, 4, 2)	2	0	922677	901516	45	45
(4, 11, 2)	1	0	541374	479543	26	25
(11, 4, 2)	1	0	721238	759676	25	24
(5, 6, 2)	2	0	443863	236389	16	16
(6, 5, 2)	1	0	149762	273316	15	14
(5, 7, 2)	2	0	520032	218770	18	18
(7, 5, 2)	1	0	142903	260628	15	14
(5, 8, 2)	1	0	828008	701411	37	36
(8, 5, 2)	1	0	304153	384442	18	17
(5, 9, 2)	1	0	448133	39811	19	18
(9, 5, 2)	1	0	47843	239188	18	17
(5, 10, 2)	2	0	389817	578368	18	18
(10, 5, 2)	2	0	809552	655945	29	29
(5, 11, 2)	1	0	743567	886293	48	47
(11, 5, 2)	2	0	803162	488073	27	27
(6, 7, 2)	1	0	307114	293258	24	23
(7, 6, 2)	2	0	452043	154959	37	37
(6, 8, 2)	1	0	620396	763310	47	46
(8, 6, 2)	2	0	423018	212383	20	20
(6, 9, 2)	1	0	127372	9392	14	13
(9, 6, 2)	2	0	226147	250097	27	27
(6, 10, 2)	1	0	135747	469029	18	17
(10, 6, 2)	2	0	679112	311225	22	22
(6, 11, 2)	1	0	138158	364198	15	14
(11, 6, 2)	2	0	532000	358891	26	26
(7, 8, 2)	2	0	436933	482118	25	25
(8, 7, 2)	1	0	518882	420372	27	26
(7, 9, 2)	1	0	145566	8738	14	13
(9, 7, 2)	2	0	10622	97775	15	15
(7, 10, 2)	1	0	358250	624241	27	26
(10, 7, 2)	1	0	895640	622038	46	45
(7, 11, 2)	1	0	143240	369201	16	15
(11, 7, 2)	2	0	914437	311589	28	28
(8, 9, 2)	2	0	649381	45623	32	32
(9, 8, 2)	1	0	61559	376106	24	23
(8, 10, 2)	2	0	380684	530677	17	17
(10, 8, 2)	2	0	672802	421567	26	26
(8, 11, 2)	1	0	366776	414351	28	27
(11, 8, 2)	2	0	948848	564763	34	34
(9, 10, 2)	1	0	142586	722481	21	20
(10, 9, 2)	2	0	791748	163007	26	26
(9, 11, 2)	2	0	85869	766892	33	33
(11, 9, 2)	1	0	447363	27352	23	22
(10, 11, 2)	1	0	940597	888270	45	44
(11, 10, 2)	1	0	471146	665110	27	26
(0, 1, 3)	0	0	932075	952351	110	110
(1, 0, 3)	2	0	316126	210804	15	15
(0, 2, 3)	1	0	380077	136096	20	19
(2, 0, 3)	2	0	224697	487861	21	21
(0, 3, 3)	1	0	800817	898248	48	47
(3, 0, 3)	2	0	734962	761007	33	33
(0, 4, 3)	1	0	244995	185324	15	14
(4, 0, 3)	2	0	258153	174812	12	12
(0, 5, 3)	1	0	302638	314328	15	14
(5, 0, 3)	2	0	474532	384371	21	21
(0, 6, 3)	0	0	985692	922672	110	110
(6, 0, 3)	2	0	242293	341674	20	20
(0, 7, 3)	1	0	288543	220074	19	18
(7, 0, 3)	2	0	455241	601617	29	29
(0, 8, 3)	1	0	682476	701045	36	35
(8, 0, 3)	2	0	270490	353048	17	17
(0, 9, 3)	1	0	318712	12946	19	18
(9, 0, 3)	2	0	24907	205871	17	17
(0, 10, 3)	1	0	257755	431289	19	18
(10, 0, 3)	2	0	374750	193396	13	13
(0, 11, 3)	1	0	715476	942468	37	36
(11, 0, 3)	2	0	733622	481039	24	24
(1, 2, 3)	2	0	808846	695572	42	42
(2, 1, 3)	2	0	598127	824492	40	40
(1, 3, 3)	2	0	829903	515899	31	31
(3, 1, 3)	2	0	862763	967378	47	47
(1, 4, 3)	1	0	703721	340452	23	22
(4, 1, 3)	2	0	612420	647033	19	19
(1, 5, 3)	2	0	315423	101960	17	17
(5, 1, 3)	2	0	251490	343587	11	11
(1, 6, 3)	2	0	314421	57337	16	16
(6, 1, 3)	1	0	616469	775671	38	37
(1, 7, 3)	1	0	860192	576275	41	40
(7, 1, 3)	2	0	431839	834705	33	33
(1, 8, 3)	1	0	713293	222146	20	19
(8, 1, 3)	2	0	563185	815589	29	29
(1, 9, 3)	1	0	618358	6011	21	20
(9, 1, 3)	2	0	23921	450670	21	21
(1, 10, 3)	2	0	314053	373116	15	15
(10, 1, 3)	2	0	315318	527483	13	13
(1, 11, 3)	2	0	502749	462270	24	24
(11, 1, 3)	2	0	685541	849766	26	26
(2, 3, 3)	2	0	536611	412683	32	32
(3, 2, 3)	2	0	821385	750835	47	47
(2, 4, 3)	1	0	363077	581934	27	26
(4, 2, 3)	2	0	417317	28489	24	24
(2, 5, 3)	1	0	102723	380052	22	21
(5, 2, 3)	2	0	416660	190358	20	20
(2, 6, 3)	2	0	695809	585630	39	39
(6, 2, 3)	1	0	540180	514033	32	31
(2, 7, 3)	1	0	225814	478859	32	31
(7, 2, 3)	2	0	628298	560283	36	36
(2, 8, 3)	1	0	304231	412805	20	19
(8, 2, 3)	2	0	254451	80999	17	17
(2, 9, 3)	1	0	230259	37918	25	24
(9, 2, 3)	2	0	25483	158927	20	20
(2, 10, 3)	1	0	412174	768616	33	32
(10, 2, 3)	2	0	319232	109194	14	14
(2, 11, 3)	1	0	262878	836259	36	35
(11, 2, 3)	2	0	516372	165657	24	24
(3, 4, 3)	1	0	70798	115012	11	10
(4, 3, 3)	2	0	430625	50360	18	18
(3, 5, 3)	1	0	73032	175491	14	13
(5, 3, 3)	2	0	446113	172788	19	19
(3, 6, 3)	2	0	821690	610951	39	39
(6, 3, 3)	1	0	777320	936510	62	61
(3, 7, 3)	1	0	97909	63679	15	14
(7, 3, 3)	2	0	399732	235740	28	28
(3, 8, 3)	1	0	139958	317425	23	22
(8, 3, 3)	2	0	268241	70865	18	18
(3, 9, 3)	1	0	96603	8200	13	12
(9, 3, 3)	2	0	21566	40686	15	15
(3, 10, 3)	1	0	72178	320978	15	14
(10, 3, 3)	2	0	316406	38904	13	13
(3, 11, 3)	1	0	319365	730410	30	29
(11, 3, 3)	2	0	598875	174304	25	25
(4, 5, 3)	2	0	266141	150713	12	12
(5, 4, 3)	1	0	288258	163020	15	14
(4, 6, 3)	2	0	667169	341181	22	22
(6, 4, 3)	1	0	288106	325617	18	17
(4, 7, 3)	2	0	571425	247966	20	20
(7, 4, 3)	1	0	282301	368774	19	18
(4, 8, 3)	2	0	578673	480515	24	24
(8, 4, 3)	2	0	598970	686373	30	30
(4, 9, 3)	2	0	495519	13072	21	21
(9, 4, 3)	1	0	10834	65100	9	8
(4, 10, 3)	1	0	876216	955931	55	54
(10, 4, 3)	2	0	712888	600362	22	22
(4, 11, 3)	1	0	306259	374294	25	24
(11, 4, 3)	2	0	861323	604948	30	30
(5, 6, 3)	2	0	250190	86423	11	11
(6, 5, 3)	1	0	218877	357562	19	18
(5, 7, 3)	1	0	430736	264301	22	21
(7, 5, 3)	1	0	116939	324372	13	12
(5, 8, 3)	2	0	645833	583635	35	35
(8, 5, 3)	1	0	132282	203550	15	14
(5, 9, 3)	1	0	531504	32669	21	20
(9, 5, 3)	1	0	64125	768718	35	34
(5, 10, 3)	1	0	319952	610832	22	21
(10, 5, 3)	0	0	1000118	994257	110	110
(5, 11, 3)	2	0	427111	523458	18	18
(11, 5, 3)	1	0	106639	221160	9	8
(6, 7, 3)	1	0	453214	572893	39	38
(7, 6, 3)	2	0	455272	184665	30	30
(6, 8, 3)	1	0	254039	204212	20	19
(8, 6, 3)	2	0	639974	208740	35	35
(6, 9, 3)	1	0	369106	38498	26	25
(9, 6, 3)	2	0	171378	503271	33	33
(6, 10, 3)	1	0	209262	517472	20	19
(10, 6, 3)	2	0	370906	67301	13	13
(6, 11, 3)	2	0	282755	444078	23	23
(11, 6, 3)	2	0	648009	112502	29	29
(7, 8, 3)	2	0	509935	593745	40	40
(8, 7, 3)	2	0	266431	144715	18	18
(7, 9, 3)	1	0	77432	8369	13	12
(9, 7, 3)	1	0	139644	420861	32	31
(7, 10, 3)	1	0	150303	215275	15	14
(10, 7, 3)	2	0	505922	198267	18	18
(7, 11, 3)	1	0	76530	57133	18	17
(11, 7, 3)	2	0	532970	219906	22	22
(8, 9, 3)	2	0	498779	74974	26	26
(9, 8, 3)	1	0	186185	695790	36	35
(8, 10, 3)	1	0	81241	237463	15	14
(10, 8, 3)	1	0	785987	511184	29	28
(8, 11, 3)	2	0	564204	739570	28	28
(11, 8, 3)	2	0	813292	334645	28	28
(9, 10, 3)	1	0	105981	784401	27	26
(10, 9, 3)	1	0	750499	73440	27	26
(9, 11, 3)	2	0	17888	432480	19	19
(11, 9, 3)	2	0	562575	30237	22	22
(10, 11, 3)	1	0	499390	313238	16	15
(11, 10, 3)	1	0	280906	368156	16	15
(0, 1, 4)	1	0	751700	882454	34	33
(1, 0, 4)	2	0	814110	639536	28	28
(0, 2, 4)	1	0	264286	138971	16	15
(2, 0, 4)	2	0	322630	298018	15	15
(0, 3, 4)	1	0	864653	852914	44	43
(3, 0, 4)	2	0	753101	834458	32	32
(0, 4, 4)	1	0	129900	132904	10	9
(4, 0, 4)	2	0	722456	535033	26	26
(0, 5, 4)	1	0	156661	189395	11	10
(5, 0, 4)	2	0	626818	551954	26	26
(0, 6, 4)	1	0	448444	250097	17	16
(6, 0, 4)	2	0	491732	650278	28	28
(0, 7, 4)	1	0	192667	96663	13	12
(7, 0, 4)	2	0	543147	717661	32	32
(0, 8, 4)	1	0	173562	81882	13	12
(8, 0, 4)	2	0	529088	511959	26	26
(0, 9, 4)	1	0	388203	30396	20	19
(9, 0, 4)	2	0	210829	761480	34	34
(0, 10, 4)	1	0	239522	387129	16	15
(10, 0, 4)	2	0	785472	737271	28	28
(0, 11, 4)	1	0	273054	419504	17	16
(11, 0, 4)	2	0	635375	598732	30	30
(1, 2, 4)	1	0	178168	139348	16	15
(2, 1, 4)	2	0	531942	916875	27	27
(1, 3, 4)	1	0	773770	215565	27	26
(3, 1, 4)	2	0	769170	949312	42	42
(1, 4, 4)	1	0	247760	133634	18	17
(4, 1, 4)	2	0	710212	617523	23	23
(1, 5, 4)	1	0	424719	192025	13	12
(5, 1, 4)	2	0	724188	760875	37	37
(1, 6, 4)	0	0	962439	979242	110	110
(6, 1, 4)	2	0	342271	699731	27	27
(1, 7, 4)	1	0	195053	97289	15	14
(7, 1, 4)	2	0	525875	805995	36	36
(1, 8, 4)	1	0	234083	83289	15	14
(8, 1, 4)	2	0	326563	489589	16	16
(1, 9, 4)	1	0	781728	682792	40	39
(9, 1, 4)	2	0	337813	872452	36	36
(1, 10, 4)	1	0	250022	391107	17	16
(10, 1, 4)	2	0	825140	686433	28	28
(1, 11, 4)	1	0	456277	347439	17	16
(11, 1, 4)	2	0	687651	711115	40	40
(2, 3, 4)	2	0	343709	121555	14	14
(3, 2, 4)	1	0	117586	80731	18	17
(2, 4, 4)	1	0	366940	531787	23	22
(4, 2, 4)	2	0	643659	321259	28	28
(2, 5, 4)	2	0	236517	432160	19	19
(5, 2, 4)	2	0	542985	314213	21	21
(2, 6, 4)	2	0	538861	520112	31	31
(6, 2, 4)	1	0	173537	173168	14	13
(2, 7, 4)	1	0	283156	324743	26	25
(7, 2, 4)	2	0	545972	386717	34	34
(2, 8, 4)	1	0	395667	597600	30	29
(8, 2, 4)	2	0	562915	289969	38	38
(2, 9, 4)	1	0	429189	372074	41	40
